"Country or Area","Year","Item","Value"
"Haiti","2010","Exports of goods and services","32345398286"
"Haiti","2010","Imports of goods and services","172164683729"
"Haiti","2010","Gross Domestic Product (GDP)","470074290615"
"Haiti","2009","Final consumption expenditure","484332575189"
"Haiti","2009","Household consumption expenditure (including Non-profit institutions serving households)","451377271092"
"Haiti","2009","General government final consumption expenditure","32955304097"
"Haiti","2009","Gross capital formation","59478908134"
"Haiti","2009","Gross fixed capital formation (including Acquisitions less disposals of valuables)","59478908134"
"Haiti","2009","Exports of goods and services","37947454390"
"Haiti","2009","Imports of goods and services","114426971295"
"Haiti","2009","Gross Domestic Product (GDP)","467331766419"
"Haiti","2008","Final consumption expenditure","422969014599"
"Haiti","2008","Household consumption expenditure (including Non-profit institutions serving households)","390455176577"
"Haiti","2008","General government final consumption expenditure","32513838022"
"Haiti","2008","Gross capital formation","50371991285"
"Haiti","2008","Gross fixed capital formation (including Acquisitions less disposals of valuables)","50371991285"
"Haiti","2008","Exports of goods and services","32033346550"
"Haiti","2008","Imports of goods and services","109810194113"
"Haiti","2008","Gross Domestic Product (GDP)","395564158321"
"Haiti","2007","Final consumption expenditure","373350381865"
"Haiti","2007","Household consumption expenditure (including Non-profit institutions serving households)","346858018506"
"Haiti","2007","General government final consumption expenditure","26492363359"
"Haiti","2007","Gross capital formation","31838888128"
"Haiti","2007","Gross fixed capital formation (including Acquisitions less disposals of valuables)","31838888128"
"Haiti","2007","Exports of goods and services","27256060203"
"Haiti","2007","Imports of goods and services","84029482855"
"Haiti","2007","Gross Domestic Product (GDP)","348415547341"
"Haiti","2006","Final consumption expenditure","331375272236"
"Haiti","2006","Household consumption expenditure (including Non-profit institutions serving households)","309708693978"
"Haiti","2006","General government final consumption expenditure","21666578258"
"Haiti","2006","Gross capital formation","45443032729"
"Haiti","2006","Gross fixed capital formation (including Acquisitions less disposals of valuables)","45443032729"
"Haiti","2006","Exports of goods and services","16347327840"
"Haiti","2006","Imports of goods and services","86082110424"
"Haiti","2006","Gross Domestic Product (GDP)","307083522380"
"Haiti","2005","Final consumption expenditure","295809202785"
"Haiti","2005","Household consumption expenditure (including Non-profit institutions serving households)","277725849151"
"Haiti","2005","General government final consumption expenditure","18083353634"
"Haiti","2005","Gross capital formation","26901872821"
"Haiti","2005","Gross fixed capital formation (including Acquisitions less disposals of valuables)","26901872821"
"Haiti","2005","Exports of goods and services","23953623784"
"Haiti","2005","Imports of goods and services","64350144602"
"Haiti","2005","Gross Domestic Product (GDP)","282314554787"
"Haiti","2004","Final consumption expenditure","255147919295"
"Haiti","2004","Household consumption expenditure (including Non-profit institutions serving households)","237426647945"
"Haiti","2004","General government final consumption expenditure","17721271350"
"Haiti","2004","Gross capital formation","27556801967"
"Haiti","2004","Gross fixed capital formation (including Acquisitions less disposals of valuables)","27556801967"
"Haiti","2004","Exports of goods and services","20120699985"
"Haiti","2004","Imports of goods and services","60841485493"
"Haiti","2004","Gross Domestic Product (GDP)","241983935754"
"Haiti","2003","Final consumption expenditure","209232330922"
"Haiti","2003","Household consumption expenditure (including Non-profit institutions serving households)","193000679969"
"Haiti","2003","General government final consumption expenditure","16231650953"
"Haiti","2003","Gross capital formation","34223106422"
"Haiti","2003","Gross fixed capital formation (including Acquisitions less disposals of valuables)","34223106422"
"Haiti","2003","Exports of goods and services","19165831581"
"Haiti","2003","Imports of goods and services","55785436620"
"Haiti","2003","Gross Domestic Product (GDP)","206835832305"
"Haiti","2002","Final consumption expenditure","172887378350"
"Haiti","2002","Household consumption expenditure (including Non-profit institutions serving households)","159721701121"
"Haiti","2002","General government final consumption expenditure","13165677229"
"Haiti","2002","Gross capital formation","15958537138"
"Haiti","2002","Gross fixed capital formation (including Acquisitions less disposals of valuables)","15958537138"
"Haiti","2002","Exports of goods and services","10568891095"
"Haiti","2002","Imports of goods and services","30895070732"
"Haiti","2002","Gross Domestic Product (GDP)","168519835851"
"Haiti","2001","Final consumption expenditure","159138760535"
"Haiti","2001","Household consumption expenditure (including Non-profit institutions serving households)","148032100518"
"Haiti","2001","General government final consumption expenditure","11106660017"
"Haiti","2001","Gross capital formation","12143389050"
"Haiti","2001","Gross fixed capital formation (including Acquisitions less disposals of valuables)","12143389050"
"Haiti","2001","Exports of goods and services","10279144488"
"Haiti","2001","Imports of goods and services","29248034717"
"Haiti","2001","Gross Domestic Product (GDP)","152313259355"
"Haiti","2000","Final consumption expenditure","139193774450"
"Haiti","2000","Household consumption expenditure (including Non-profit institutions serving households)","129858230640"
"Haiti","2000","General government final consumption expenditure","9335543810"
"Haiti","2000","Gross capital formation","11126371931"
"Haiti","2000","Gross fixed capital formation (including Acquisitions less disposals of valuables)","11126371931"
"Haiti","2000","Exports of goods and services","9053344720"
"Haiti","2000","Imports of goods and services","24694989303"
"Haiti","2000","Gross Domestic Product (GDP)","134678301798"
"Haiti","1999","Final consumption expenditure","113616630031"
"Haiti","1999","Household consumption expenditure (including Non-profit institutions serving households)","104709014882"
"Haiti","1999","General government final consumption expenditure","8907615148"
"Haiti","1999","Gross capital formation","10575521022"
"Haiti","1999","Gross fixed capital formation (including Acquisitions less disposals of valuables)","10575521022"
"Haiti","1999","Exports of goods and services","7847862577"
"Haiti","1999","Imports of goods and services","19666687090"
"Haiti","1999","Gross Domestic Product (GDP)","115229794688"
"Haiti","1998","Final consumption expenditure","99337257466"
"Haiti","1998","Household consumption expenditure (including Non-profit institutions serving households)","91656091350"
"Haiti","1998","General government final consumption expenditure","7681166116"
"Haiti","1998","Gross capital formation","9490926309"
"Haiti","1998","Gross fixed capital formation (including Acquisitions less disposals of valuables)","9490926309"
"Haiti","1998","Exports of goods and services","5807884553"
"Haiti","1998","Imports of goods and services","16095128843"
"Haiti","1998","Gross Domestic Product (GDP)","100464575505"
"Haiti","1997","Final consumption expenditure","81688000821"
"Haiti","1997","Household consumption expenditure (including Non-profit institutions serving households)","73915027332"
"Haiti","1997","General government final consumption expenditure","7772973489"
"Haiti","1997","Gross capital formation","8065228972"
"Haiti","1997","Gross fixed capital formation (including Acquisitions less disposals of valuables)","8065228972"
"Haiti","1997","Exports of goods and services","5291645417"
"Haiti","1997","Imports of goods and services","13756766610"
"Haiti","1997","Gross Domestic Product (GDP)","82547677227"
"Haiti","1996","Final consumption expenditure","65582964948"
"Haiti","1996","Household consumption expenditure (including Non-profit institutions serving households)","60534795223"
"Haiti","1996","General government final consumption expenditure","5048169725"
"Haiti","1996","Gross capital formation","8395850285"
"Haiti","1996","Gross fixed capital formation (including Acquisitions less disposals of valuables)","8395850285"
"Haiti","1996","Exports of goods and services","4984298065"
"Haiti","1996","Imports of goods and services","13033327857"
"Haiti","1996","Gross Domestic Product (GDP)","68338047782"
"Haiti","1995","Final consumption expenditure","56937689435"
"Haiti","1995","Household consumption expenditure (including Non-profit institutions serving households)","51876766054"
"Haiti","1995","General government final consumption expenditure","5060923381"
"Haiti","1995","Gross capital formation","7145965380"
"Haiti","1995","Gross fixed capital formation (including Acquisitions less disposals of valuables)","7145965380"
"Haiti","1995","Exports of goods and services","3531675333"
"Haiti","1995","Imports of goods and services","11351210876"
"Haiti","1995","Gross Domestic Product (GDP)","57189557423"
"Haiti","1994","Final consumption expenditure","49080488243"
"Haiti","1994","Household consumption expenditure (including Non-profit institutions serving households)","46918080687"
"Haiti","1994","General government final consumption expenditure","2162407556"
"Haiti","1994","Gross capital formation","2303601630"
"Haiti","1994","Gross fixed capital formation (including Acquisitions less disposals of valuables)","2303601630"
"Haiti","1994","Exports of goods and services","1960790310"
"Haiti","1994","Imports of goods and services","7694388629"
"Haiti","1994","Gross Domestic Product (GDP)","43011161280"
"Haiti","1993","Final consumption expenditure","35440305393"
"Haiti","1993","Household consumption expenditure (including Non-profit institutions serving households)","33617829041"
"Haiti","1993","General government final consumption expenditure","1822476352"
"Haiti","1993","Gross capital formation","2379649596"
"Haiti","1993","Gross fixed capital formation (including Acquisitions less disposals of valuables)","2379649596"
"Haiti","1993","Exports of goods and services","2416920489"
"Haiti","1993","Imports of goods and services","8585808231"
"Haiti","1993","Gross Domestic Product (GDP)","29877013795"
"Haiti","1992","Final consumption expenditure","25360325070"
"Haiti","1992","Household consumption expenditure (including Non-profit institutions serving households)","23015788401"
"Haiti","1992","General government final consumption expenditure","2344536669"
"Haiti","1992","Gross capital formation","3570283991"
"Haiti","1992","Gross fixed capital formation (including Acquisitions less disposals of valuables)","3570283991"
"Haiti","1992","Exports of goods and services","1517149968"
"Haiti","1992","Imports of goods and services","5071592307"
"Haiti","1992","Gross Domestic Product (GDP)","25587265698"
"Haiti","1991","Final consumption expenditure","20953815541"
"Haiti","1991","Household consumption expenditure (including Non-profit institutions serving households)","18993092085"
"Haiti","1991","General government final consumption expenditure","1960723456"
"Haiti","1991","Gross capital formation","3616942399"
"Haiti","1991","Gross fixed capital formation (including Acquisitions less disposals of valuables)","3616942399"
"Haiti","1991","Exports of goods and services","1816109553"
"Haiti","1991","Imports of goods and services","5253268579"
"Haiti","1991","Gross Domestic Product (GDP)","21420607381"
"Haiti","1990","Final consumption expenditure","18483373687"
"Haiti","1990","Household consumption expenditure (including Non-profit institutions serving households)","16952094532"
"Haiti","1990","General government final consumption expenditure","1531279156"
"Haiti","1990","Gross capital formation","2657377722"
"Haiti","1990","Gross fixed capital formation (including Acquisitions less disposals of valuables)","2657377722"
"Haiti","1990","Exports of goods and services","1808372165"
"Haiti","1990","Imports of goods and services","5282332139"
"Haiti","1990","Gross Domestic Product (GDP)","17582955662"
"Haiti","1989","Final consumption expenditure","14479798800"
"Haiti","1989","Household consumption expenditure (including Non-profit institutions serving households)","13021850906"
"Haiti","1989","General government final consumption expenditure","1457947894"
"Haiti","1989","Gross capital formation","2332773555"
"Haiti","1989","Gross fixed capital formation (including Acquisitions less disposals of valuables)","2332773555"
"Haiti","1989","Exports of goods and services","1757740616"
"Haiti","1989","Imports of goods and services","3740828732"
"Haiti","1989","Gross Domestic Product (GDP)","14892867005"
"Haiti","1988","Final consumption expenditure","13539864919"
"Haiti","1988","Household consumption expenditure (including Non-profit institutions serving households)","12197471235"
"Haiti","1988","General government final consumption expenditure","1342393685"
"Haiti","1988","Gross capital formation","2196451732"
"Haiti","1988","Gross fixed capital formation (including Acquisitions less disposals of valuables)","2196451732"
"Haiti","1988","Exports of goods and services","2116867868"
"Haiti","1988","Imports of goods and services","4228708325"
"Haiti","1988","Gross Domestic Product (GDP)","13636100206"
"Haiti","1987","Final consumption expenditure","12306775643"
"Haiti","1987","Household consumption expenditure (including Non-profit institutions serving households)","11083281067"
"Haiti","1987","General government final consumption expenditure","1223494576"
"Haiti","1987","Gross capital formation","2377434670"
"Haiti","1987","Gross fixed capital formation (including Acquisitions less disposals of valuables)","2377434670"
"Haiti","1987","Exports of goods and services","2397167168"
"Haiti","1987","Imports of goods and services","4245651064"
"Haiti","1987","Gross Domestic Product (GDP)","12988736215"
"Haiti","1986","Final consumption expenditure","14075639420"
"Haiti","1986","Household consumption expenditure (including Non-profit institutions serving households)","12587696968"
"Haiti","1986","General government final consumption expenditure","1487942452"
"Haiti","1986","Gross capital formation","2492844120"
"Haiti","1986","Gross fixed capital formation (including Acquisitions less disposals of valuables)","2492844120"
"Haiti","1986","Exports of goods and services","1961318592"
"Haiti","1986","Imports of goods and services","3657323521"
"Haiti","1986","Gross Domestic Product (GDP)","14837449537"
"Haiti","1985","Final consumption expenditure","12730173888"
"Haiti","1985","Household consumption expenditure (including Non-profit institutions serving households)","11212340420"
"Haiti","1985","General government final consumption expenditure","1517833468"
"Haiti","1985","Gross capital formation","2574400131"
"Haiti","1985","Gross fixed capital formation (including Acquisitions less disposals of valuables)","2574400131"
"Haiti","1985","Exports of goods and services","2276470639"
"Haiti","1985","Imports of goods and services","4297496020"
"Haiti","1985","Gross Domestic Product (GDP)","13324263095"
"Haiti","1984","Final consumption expenditure","11664285608"
"Haiti","1984","Household consumption expenditure (including Non-profit institutions serving households)","10296881786"
"Haiti","1984","General government final consumption expenditure","1367403823"
"Haiti","1984","Gross capital formation","2217400233"
"Haiti","1984","Gross fixed capital formation (including Acquisitions less disposals of valuables)","2217400233"
"Haiti","1984","Exports of goods and services","2177566539"
"Haiti","1984","Imports of goods and services","4098005646"
"Haiti","1984","Gross Domestic Product (GDP)","12043160462"
"Haiti","1983","Final consumption expenditure","10572859022"
"Haiti","1983","Household consumption expenditure (including Non-profit institutions serving households)","9371338179"
"Haiti","1983","General government final consumption expenditure","1201520843"
"Haiti","1983","Gross capital formation","2048133039"
"Haiti","1983","Gross fixed capital formation (including Acquisitions less disposals of valuables)","2048133039"
"Haiti","1983","Exports of goods and services","1929468119"
"Haiti","1983","Imports of goods and services","3810604260"
"Haiti","1983","Gross Domestic Product (GDP)","10766036409"
"Haiti","1982","Final consumption expenditure","9661544705"
"Haiti","1982","Household consumption expenditure (including Non-profit institutions serving households)","8482070046"
"Haiti","1982","General government final consumption expenditure","1179474660"
"Haiti","1982","Gross capital formation","1892714980"
"Haiti","1982","Gross fixed capital formation (including Acquisitions less disposals of valuables)","1892714980"
"Haiti","1982","Exports of goods and services","1792846354"
"Haiti","1982","Imports of goods and services","3590826730"
"Haiti","1982","Gross Domestic Product (GDP)","9775370088"
"Haiti","1981","Final consumption expenditure","10127954835"
"Haiti","1981","Household consumption expenditure (including Non-profit institutions serving households)","8944592301"
"Haiti","1981","General government final consumption expenditure","1183362534"
"Haiti","1981","Gross capital formation","1926568419"
"Haiti","1981","Gross fixed capital formation (including Acquisitions less disposals of valuables)","1926568419"
"Haiti","1981","Exports of goods and services","1629403138"
"Haiti","1981","Imports of goods and services","4113784546"
"Haiti","1981","Gross Domestic Product (GDP)","9390774059"
"Haiti","1980","Final consumption expenditure","9187069847"
"Haiti","1980","Household consumption expenditure (including Non-profit institutions serving households)","8180320129"
"Haiti","1980","General government final consumption expenditure","1006749718"
"Haiti","1980","Gross capital formation","1905025321"
"Haiti","1980","Gross fixed capital formation (including Acquisitions less disposals of valuables)","1905025321"
"Haiti","1980","Exports of goods and services","1800389887"
"Haiti","1980","Imports of goods and services","3721566184"
"Haiti","1980","Gross Domestic Product (GDP)","9175930761"
"Haiti","1979","Final consumption expenditure","7049916803"
"Haiti","1979","Household consumption expenditure (including Non-profit institutions serving households)","6315786396"
"Haiti","1979","General government final consumption expenditure","734130407"
"Haiti","1979","Gross capital formation","1443387521"
"Haiti","1979","Gross fixed capital formation (including Acquisitions less disposals of valuables)","1443387521"
"Haiti","1979","Exports of goods and services","1275695255"
"Haiti","1979","Imports of goods and services","2594501925"
"Haiti","1979","Gross Domestic Product (GDP)","7165421867"
"Haiti","1978","Final consumption expenditure","6303929420"
"Haiti","1978","Household consumption expenditure (including Non-profit institutions serving households)","5662308792"
"Haiti","1978","General government final consumption expenditure","641620627"
"Haiti","1978","Gross capital formation","1318745315"
"Haiti","1978","Gross fixed capital formation (including Acquisitions less disposals of valuables)","1318745315"
"Haiti","1978","Exports of goods and services","1253064656"
"Haiti","1978","Imports of goods and services","2446856507"
"Haiti","1978","Gross Domestic Product (GDP)","6459887084"
"Haiti","1977","Final consumption expenditure","6172205521"
"Haiti","1977","Household consumption expenditure (including Non-profit institutions serving households)","5621899600"
"Haiti","1977","General government final consumption expenditure","550305922"
"Haiti","1977","Gross capital formation","1151016915"
"Haiti","1977","Gross fixed capital formation (including Acquisitions less disposals of valuables)","1151016915"
"Haiti","1977","Exports of goods and services","1046874753"
"Haiti","1977","Imports of goods and services","2090704201"
"Haiti","1977","Gross Domestic Product (GDP)","6279524809"
"Haiti","1976","Final consumption expenditure","5512241908"
"Haiti","1976","Household consumption expenditure (including Non-profit institutions serving households)","5011839233"
"Haiti","1976","General government final consumption expenditure","500402675"
"Haiti","1976","Gross capital formation","1043301428"
"Haiti","1976","Gross fixed capital formation (including Acquisitions less disposals of valuables)","1043301428"
"Haiti","1976","Exports of goods and services","876726174"
"Haiti","1976","Imports of goods and services","1611701891"
"Haiti","1976","Gross Domestic Product (GDP)","5828619120"
"Haiti","1975","Final consumption expenditure","4254144267"
"Haiti","1975","Household consumption expenditure (including Non-profit institutions serving households)","3843510649"
"Haiti","1975","General government final consumption expenditure","410633618"
"Haiti","1975","Gross capital formation","830948040"
"Haiti","1975","Gross fixed capital formation (including Acquisitions less disposals of valuables)","830948040"
"Haiti","1975","Exports of goods and services","657125545"
"Haiti","1975","Imports of goods and services","1219483528"
"Haiti","1975","Gross Domestic Product (GDP)","4518340237"
"Haiti","1974","Final consumption expenditure","3514877491"
"Haiti","1974","Household consumption expenditure (including Non-profit institutions serving households)","3229338116"
"Haiti","1974","General government final consumption expenditure","285539374"
"Haiti","1974","Gross capital formation","643215335"
"Haiti","1974","Gross fixed capital formation (including Acquisitions less disposals of valuables)","643215335"
"Haiti","1974","Exports of goods and services","554868764"
"Haiti","1974","Imports of goods and services","978291777"
"Haiti","1974","Gross Domestic Product (GDP)","3749148180"
"Haiti","1973","Final consumption expenditure","2867010971"
"Haiti","1973","Household consumption expenditure (including Non-profit institutions serving households)","2592940074"
"Haiti","1973","General government final consumption expenditure","274070896"
"Haiti","1973","Gross capital formation","470870556"
"Haiti","1973","Gross fixed capital formation (including Acquisitions less disposals of valuables)","470870556"
"Haiti","1973","Exports of goods and services","432495895"
"Haiti","1973","Imports of goods and services","699906905"
"Haiti","1973","Gross Domestic Product (GDP)","3095334932"
"Haiti","1972","Final consumption expenditure","2332050649"
"Haiti","1972","Household consumption expenditure (including Non-profit institutions serving households)","2095773554"
"Haiti","1972","General government final consumption expenditure","236277095"
"Haiti","1972","Gross capital formation","329301631"
"Haiti","1972","Gross fixed capital formation (including Acquisitions less disposals of valuables)","329301631"
"Haiti","1972","Exports of goods and services","336106306"
"Haiti","1972","Imports of goods and services","552261487"
"Haiti","1972","Gross Domestic Product (GDP)","2466719355"
"Haiti","1971","Final consumption expenditure","2256779850"
"Haiti","1971","Household consumption expenditure (including Non-profit institutions serving households)","2006552970"
"Haiti","1971","General government final consumption expenditure","250226880"
"Haiti","1971","Gross capital formation","295448192"
"Haiti","1971","Gross fixed capital formation (including Acquisitions less disposals of valuables)","295448192"
"Haiti","1971","Exports of goods and services","309284855"
"Haiti","1971","Imports of goods and services","480129374"
"Haiti","1971","Gross Domestic Product (GDP)","2405714467"
"Haiti","1970","Final consumption expenditure","2111614737"
"Haiti","1970","Household consumption expenditure (including Non-profit institutions serving households)","1894017954"
"Haiti","1970","General government final consumption expenditure","217596783"
"Haiti","1970","Gross capital formation","256978375"
"Haiti","1970","Gross fixed capital formation (including Acquisitions less disposals of valuables)","256978375"
"Haiti","1970","Exports of goods and services","218762458"
"Haiti","1970","Imports of goods and services","386583041"
"Haiti","1970","Gross Domestic Product (GDP)","2196175942"

