"Country or Area","Year","Item","Value"
"Jamaica","2000","Exports of goods and services","150152361384"
"Jamaica","2000","Imports of goods and services","196343117631"
"Jamaica","2000","Gross Domestic Product (GDP)","387089211167"
"Jamaica","1999","Final consumption expenditure","294571000000"
"Jamaica","1999","Household consumption expenditure (including Non-profit institutions serving households)","247509000000"
"Jamaica","1999","General government final consumption expenditure","47062000000"
"Jamaica","1999","Gross capital formation","73780000000"
"Jamaica","1999","Gross fixed capital formation (including Acquisitions less disposals of valuables)","73226000000"
"Jamaica","1999","Changes in inventories","554000000"
"Jamaica","1999","Exports of goods and services","135450000000"
"Jamaica","1999","Imports of goods and services","156819000000"
"Jamaica","1999","Gross Domestic Product (GDP)","346982000000"
"Jamaica","1998","Final consumption expenditure","273023000000"
"Jamaica","1998","Household consumption expenditure (including Non-profit institutions serving households)","225883000000"
"Jamaica","1998","General government final consumption expenditure","47140000000"
"Jamaica","1998","Gross capital formation","72587000000"
"Jamaica","1998","Gross fixed capital formation (including Acquisitions less disposals of valuables)","72178000000"
"Jamaica","1998","Changes in inventories","409000000"
"Jamaica","1998","Exports of goods and services","123436000000"
"Jamaica","1998","Imports of goods and services","147874000000"
"Jamaica","1998","Gross Domestic Product (GDP)","321172000000"
"Jamaica","1997","Final consumption expenditure","244199000000"
"Jamaica","1997","Household consumption expenditure (including Non-profit institutions serving households)","204115000000"
"Jamaica","1997","General government final consumption expenditure","40084000000"
"Jamaica","1997","Gross capital formation","76416000000"
"Jamaica","1997","Gross fixed capital formation (including Acquisitions less disposals of valuables)","76041000000"
"Jamaica","1997","Changes in inventories","375000000"
"Jamaica","1997","Exports of goods and services","120712000000"
"Jamaica","1997","Imports of goods and services","143928000000"
"Jamaica","1997","Gross Domestic Product (GDP)","297399000000"
"Jamaica","1996","Final consumption expenditure","224151000000"
"Jamaica","1996","Household consumption expenditure (including Non-profit institutions serving households)","191436000000"
"Jamaica","1996","General government final consumption expenditure","32715000000"
"Jamaica","1996","Gross capital formation","70135000000"
"Jamaica","1996","Gross fixed capital formation (including Acquisitions less disposals of valuables)","69577000000"
"Jamaica","1996","Changes in inventories","558000000"
"Jamaica","1996","Exports of goods and services","124192000000"
"Jamaica","1996","Imports of goods and services","144020000000"
"Jamaica","1996","Gross Domestic Product (GDP)","274458000000"
"Jamaica","1995","Final consumption expenditure","184550000000"
"Jamaica","1995","Household consumption expenditure (including Non-profit institutions serving households)","161437000000"
"Jamaica","1995","General government final consumption expenditure","23113000000"
"Jamaica","1995","Gross capital formation","58387000000"
"Jamaica","1995","Gross fixed capital formation (including Acquisitions less disposals of valuables)","57596000000"
"Jamaica","1995","Changes in inventories","791000000"
"Jamaica","1995","Exports of goods and services","118523000000"
"Jamaica","1995","Imports of goods and services","130312000000"
"Jamaica","1995","Gross Domestic Product (GDP)","231148000000"
"Jamaica","1994","Final consumption expenditure","137207000000"
"Jamaica","1994","Household consumption expenditure (including Non-profit institutions serving households)","120408000000"
"Jamaica","1994","General government final consumption expenditure","16799000000"
"Jamaica","1994","Gross capital formation","43715000000"
"Jamaica","1994","Gross fixed capital formation (including Acquisitions less disposals of valuables)","43133000000"
"Jamaica","1994","Changes in inventories","582000000"
"Jamaica","1994","Exports of goods and services","100231000000"
"Jamaica","1994","Imports of goods and services","100750000000"
"Jamaica","1994","Gross Domestic Product (GDP)","180403000000"
"Jamaica","1993","Final consumption expenditure","94207000000"
"Jamaica","1993","Household consumption expenditure (including Non-profit institutions serving households)","79937000000"
"Jamaica","1993","General government final consumption expenditure","14270000000"
"Jamaica","1993","Gross capital formation","34286000000"
"Jamaica","1993","Gross fixed capital formation (including Acquisitions less disposals of valuables)","33385000000"
"Jamaica","1993","Changes in inventories","901000000"
"Jamaica","1993","Exports of goods and services","59832000000"
"Jamaica","1993","Imports of goods and services","52603000000"
"Jamaica","1993","Gross Domestic Product (GDP)","135722000000"
"Jamaica","1992","Final consumption expenditure","60848764490"
"Jamaica","1992","Household consumption expenditure (including Non-profit institutions serving households)","52732271545"
"Jamaica","1992","General government final consumption expenditure","8116492945"
"Jamaica","1992","Gross capital formation","23985978221"
"Jamaica","1992","Gross fixed capital formation (including Acquisitions less disposals of valuables)","23672477110"
"Jamaica","1992","Changes in inventories","313501111"
"Jamaica","1992","Exports of goods and services","52297458230"
"Jamaica","1992","Imports of goods and services","39767581282"
"Jamaica","1992","Gross Domestic Product (GDP)","96953358482"
"Jamaica","1991","Final consumption expenditure","38371416116"
"Jamaica","1991","Household consumption expenditure (including Non-profit institutions serving households)","32302552247"
"Jamaica","1991","General government final consumption expenditure","6068863869"
"Jamaica","1991","Gross capital formation","11975571649"
"Jamaica","1991","Gross fixed capital formation (including Acquisitions less disposals of valuables)","11685921112"
"Jamaica","1991","Changes in inventories","289650537"
"Jamaica","1991","Exports of goods and services","25841005725"
"Jamaica","1991","Imports of goods and services","19812498688"
"Jamaica","1991","Gross Domestic Product (GDP)","57149786023"
"Jamaica","1990","Final consumption expenditure","25824385897"
"Jamaica","1990","Household consumption expenditure (including Non-profit institutions serving households)","21302336824"
"Jamaica","1990","General government final consumption expenditure","4522049073"
"Jamaica","1990","Gross capital formation","8448213154"
"Jamaica","1990","Gross fixed capital formation (including Acquisitions less disposals of valuables)","8263901539"
"Jamaica","1990","Changes in inventories","184311615"
"Jamaica","1990","Exports of goods and services","16403948190"
"Jamaica","1990","Imports of goods and services","13262240541"
"Jamaica","1990","Gross Domestic Product (GDP)","37910276518"
"Jamaica","1989","Final consumption expenditure","20927732787"
"Jamaica","1989","Household consumption expenditure (including Non-profit institutions serving households)","17489326789"
"Jamaica","1989","General government final consumption expenditure","3438405998"
"Jamaica","1989","Gross capital formation","6672326796"
"Jamaica","1989","Gross fixed capital formation (including Acquisitions less disposals of valuables)","6461475819"
"Jamaica","1989","Changes in inventories","210850977"
"Jamaica","1989","Exports of goods and services","11417163665"
"Jamaica","1989","Imports of goods and services","10274720253"
"Jamaica","1989","Gross Domestic Product (GDP)","29003395937"
"Jamaica","1988","Final consumption expenditure","16966943435"
"Jamaica","1988","Household consumption expenditure (including Non-profit institutions serving households)","13793927998"
"Jamaica","1988","General government final consumption expenditure","3173015437"
"Jamaica","1988","Gross capital formation","4963132941"
"Jamaica","1988","Gross fixed capital formation (including Acquisitions less disposals of valuables)","4808280434"
"Jamaica","1988","Changes in inventories","154852507"
"Jamaica","1988","Exports of goods and services","9484439385"
"Jamaica","1988","Imports of goods and services","7780819249"
"Jamaica","1988","Gross Domestic Product (GDP)","24131955244"
"Jamaica","1987","Final consumption expenditure","14250280665"
"Jamaica","1987","Household consumption expenditure (including Non-profit institutions serving households)","11620597001"
"Jamaica","1987","General government final consumption expenditure","2629683664"
"Jamaica","1987","Gross capital formation","3676755903"
"Jamaica","1987","Gross fixed capital formation (including Acquisitions less disposals of valuables)","3503157391"
"Jamaica","1987","Changes in inventories","173598512"
"Jamaica","1987","Exports of goods and services","8694776371"
"Jamaica","1987","Imports of goods and services","6466025155"
"Jamaica","1987","Gross Domestic Product (GDP)","20636944782"
"Jamaica","1986","Final consumption expenditure","12038429334"
"Jamaica","1986","Household consumption expenditure (including Non-profit institutions serving households)","9782338913"
"Jamaica","1986","General government final consumption expenditure","2256090421"
"Jamaica","1986","Gross capital formation","2552655990"
"Jamaica","1986","Gross fixed capital formation (including Acquisitions less disposals of valuables)","2403300179"
"Jamaica","1986","Changes in inventories","149355811"
"Jamaica","1986","Exports of goods and services","7624443140"
"Jamaica","1986","Imports of goods and services","5365339394"
"Jamaica","1986","Gross Domestic Product (GDP)","17236437636"
"Jamaica","1985","Final consumption expenditure","10971938078"
"Jamaica","1985","Household consumption expenditure (including Non-profit institutions serving households)","9060964418"
"Jamaica","1985","General government final consumption expenditure","1910973660"
"Jamaica","1985","Gross capital formation","2941872351"
"Jamaica","1985","Gross fixed capital formation (including Acquisitions less disposals of valuables)","2658385222"
"Jamaica","1985","Changes in inventories","283487129"
"Jamaica","1985","Exports of goods and services","7030773390"
"Jamaica","1985","Imports of goods and services","6193325686"
"Jamaica","1985","Gross Domestic Product (GDP)","14478602654"
"Jamaica","1984","Final consumption expenditure","8645809318"
"Jamaica","1984","Household consumption expenditure (including Non-profit institutions serving households)","7022658294"
"Jamaica","1984","General government final consumption expenditure","1623151024"
"Jamaica","1984","Gross capital formation","2152883158"
"Jamaica","1984","Gross fixed capital formation (including Acquisitions less disposals of valuables)","1957388080"
"Jamaica","1984","Changes in inventories","195495078"
"Jamaica","1984","Exports of goods and services","5126654091"
"Jamaica","1984","Imports of goods and services","4323701967"
"Jamaica","1984","Gross Domestic Product (GDP)","11606173098"
"Jamaica","1983","Final consumption expenditure","6933814177"
"Jamaica","1983","Household consumption expenditure (including Non-profit institutions serving households)","5453129798"
"Jamaica","1983","General government final consumption expenditure","1480684379"
"Jamaica","1983","Gross capital formation","1548746614"
"Jamaica","1983","Gross fixed capital formation (including Acquisitions less disposals of valuables)","1419565909"
"Jamaica","1983","Changes in inventories","129180705"
"Jamaica","1983","Exports of goods and services","2711628097"
"Jamaica","1983","Imports of goods and services","2685071926"
"Jamaica","1983","Gross Domestic Product (GDP)","8672849673"
"Jamaica","1982","Final consumption expenditure","5869023477"
"Jamaica","1982","Household consumption expenditure (including Non-profit institutions serving households)","4512799981"
"Jamaica","1982","General government final consumption expenditure","1356223496"
"Jamaica","1982","Gross capital formation","1218322131"
"Jamaica","1982","Gross fixed capital formation (including Acquisitions less disposals of valuables)","1154212632"
"Jamaica","1982","Changes in inventories","64109499"
"Jamaica","1982","Exports of goods and services","2317262132"
"Jamaica","1982","Imports of goods and services","2261892192"
"Jamaica","1982","Gross Domestic Product (GDP)","7276507357"
"Jamaica","1981","Final consumption expenditure","5272215740"
"Jamaica","1981","Household consumption expenditure (including Non-profit institutions serving households)","4119215175"
"Jamaica","1981","General government final consumption expenditure","1153000565"
"Jamaica","1981","Gross capital formation","1071864787"
"Jamaica","1981","Gross fixed capital formation (including Acquisitions less disposals of valuables)","942720635"
"Jamaica","1981","Changes in inventories","129144152"
"Jamaica","1981","Exports of goods and services","2597001264"
"Jamaica","1981","Imports of goods and services","2369372560"
"Jamaica","1981","Gross Domestic Product (GDP)","6581622732"
"Jamaica","1980","Final consumption expenditure","4537937251"
"Jamaica","1980","Household consumption expenditure (including Non-profit institutions serving households)","3520559035"
"Jamaica","1980","General government final consumption expenditure","1017378216"
"Jamaica","1980","Gross capital formation","755369671"
"Jamaica","1980","Gross fixed capital formation (including Acquisitions less disposals of valuables)","682012276"
"Jamaica","1980","Changes in inventories","73357395"
"Jamaica","1980","Exports of goods and services","2509582785"
"Jamaica","1980","Imports of goods and services","1956576654"
"Jamaica","1980","Gross Domestic Product (GDP)","5919603434"
"Jamaica","1979","Final consumption expenditure","3904493178"
"Jamaica","1979","Household consumption expenditure (including Non-profit institutions serving households)","3035794122"
"Jamaica","1979","General government final consumption expenditure","868699056"
"Jamaica","1979","Gross capital formation","818250813"
"Jamaica","1979","Gross fixed capital formation (including Acquisitions less disposals of valuables)","739332537"
"Jamaica","1979","Changes in inventories","78918276"
"Jamaica","1979","Exports of goods and services","2136321400"
"Jamaica","1979","Imports of goods and services","1652578467"
"Jamaica","1979","Gross Domestic Product (GDP)","5324554990"
"Jamaica","1978","Final consumption expenditure","3447045764"
"Jamaica","1978","Household consumption expenditure (including Non-profit institutions serving households)","2657424646"
"Jamaica","1978","General government final consumption expenditure","789621118"
"Jamaica","1978","Gross capital formation","559463074"
"Jamaica","1978","Gross fixed capital formation (including Acquisitions less disposals of valuables)","493053071"
"Jamaica","1978","Changes in inventories","66410003"
"Jamaica","1978","Exports of goods and services","1629604585"
"Jamaica","1978","Imports of goods and services","1181896595"
"Jamaica","1978","Gross Domestic Product (GDP)","4635375289"
"Jamaica","1977","Final consumption expenditure","2909460924"
"Jamaica","1977","Household consumption expenditure (including Non-profit institutions serving households)","2264622982"
"Jamaica","1977","General government final consumption expenditure","644837942"
"Jamaica","1977","Gross capital formation","359377667"
"Jamaica","1977","Gross fixed capital formation (including Acquisitions less disposals of valuables)","345403986"
"Jamaica","1977","Changes in inventories","13973681"
"Jamaica","1977","Exports of goods and services","960361819"
"Jamaica","1977","Imports of goods and services","753059999"
"Jamaica","1977","Gross Domestic Product (GDP)","3663925839"
"Jamaica","1976","Final consumption expenditure","2696959387"
"Jamaica","1976","Household consumption expenditure (including Non-profit institutions serving households)","2105085764"
"Jamaica","1976","General government final consumption expenditure","591873623"
"Jamaica","1976","Gross capital formation","488622294"
"Jamaica","1976","Gross fixed capital formation (including Acquisitions less disposals of valuables)","445516786"
"Jamaica","1976","Changes in inventories","43105508"
"Jamaica","1976","Exports of goods and services","810250325"
"Jamaica","1976","Imports of goods and services","791728135"
"Jamaica","1976","Gross Domestic Product (GDP)","3344077999"
"Jamaica","1975","Final consumption expenditure","2429460066"
"Jamaica","1975","Household consumption expenditure (including Non-profit institutions serving households)","1927088769"
"Jamaica","1975","General government final consumption expenditure","502371297"
"Jamaica","1975","Gross capital formation","666719200"
"Jamaica","1975","Gross fixed capital formation (including Acquisitions less disposals of valuables)","602455707"
"Jamaica","1975","Changes in inventories","64263493"
"Jamaica","1975","Exports of goods and services","948671537"
"Jamaica","1975","Imports of goods and services","919123755"
"Jamaica","1975","Gross Domestic Product (GDP)","3225142723"
"Jamaica","1974","Final consumption expenditure","2049695004"
"Jamaica","1974","Household consumption expenditure (including Non-profit institutions serving households)","1643143846"
"Jamaica","1974","General government final consumption expenditure","406551158"
"Jamaica","1974","Gross capital formation","522550252"
"Jamaica","1974","Gross fixed capital formation (including Acquisitions less disposals of valuables)","472595668"
"Jamaica","1974","Changes in inventories","49954584"
"Jamaica","1974","Exports of goods and services","796904782"
"Jamaica","1974","Imports of goods and services","768093302"
"Jamaica","1974","Gross Domestic Product (GDP)","2677842018"
"Jamaica","1973","Final consumption expenditure","1503765565"
"Jamaica","1973","Household consumption expenditure (including Non-profit institutions serving households)","1208723777"
"Jamaica","1973","General government final consumption expenditure","295041788"
"Jamaica","1973","Gross capital formation","539066501"
"Jamaica","1973","Gross fixed capital formation (including Acquisitions less disposals of valuables)","442947257"
"Jamaica","1973","Changes in inventories","96119244"
"Jamaica","1973","Exports of goods and services","558754086"
"Jamaica","1973","Imports of goods and services","555689777"
"Jamaica","1973","Gross Domestic Product (GDP)","2139842820"
"Jamaica","1972","Final consumption expenditure","1279773412"
"Jamaica","1972","Household consumption expenditure (including Non-profit institutions serving households)","1072233310"
"Jamaica","1972","General government final consumption expenditure","207540102"
"Jamaica","1972","Gross capital formation","392509662"
"Jamaica","1972","Gross fixed capital formation (including Acquisitions less disposals of valuables)","362501236"
"Jamaica","1972","Changes in inventories","30008426"
"Jamaica","1972","Exports of goods and services","487991673"
"Jamaica","1972","Imports of goods and services","457973307"
"Jamaica","1972","Gross Domestic Product (GDP)","1774479603"
"Jamaica","1971","Final consumption expenditure","1062546754"
"Jamaica","1971","Household consumption expenditure (including Non-profit institutions serving households)","895019457"
"Jamaica","1971","General government final consumption expenditure","167527297"
"Jamaica","1971","Gross capital formation","405742560"
"Jamaica","1971","Gross fixed capital formation (including Acquisitions less disposals of valuables)","351827808"
"Jamaica","1971","Changes in inventories","53914752"
"Jamaica","1971","Exports of goods and services","448679221"
"Jamaica","1971","Imports of goods and services","406829080"
"Jamaica","1971","Gross Domestic Product (GDP)","1582000406"
"Jamaica","1970","Final consumption expenditure","938119208"
"Jamaica","1970","Household consumption expenditure (including Non-profit institutions serving households)","793546626"
"Jamaica","1970","General government final consumption expenditure","144572582"
"Jamaica","1970","Gross capital formation","366839828"
"Jamaica","1970","Gross fixed capital formation (including Acquisitions less disposals of valuables)","362896548"
"Jamaica","1970","Changes in inventories","3943280"
"Jamaica","1970","Exports of goods and services","402435363"
"Jamaica","1970","Imports of goods and services","339411689"
"Jamaica","1970","Gross Domestic Product (GDP)","1446322416"

