"Country or Area","Year","Item","Value"
"Dominica","2001","Gross fixed capital formation (including Acquisitions less disposals of valuables)","146430000"
"Dominica","2001","Exports of goods and services","327370000"
"Dominica","2001","Imports of goods and services","447520000"
"Dominica","2001","Gross Domestic Product (GDP)","918550000"
"Dominica","2000","Final consumption expenditure","824760000"
"Dominica","2000","Household consumption expenditure (including Non-profit institutions serving households)","655620000"
"Dominica","2000","General government final consumption expenditure","169140000"
"Dominica","2000","Gross capital formation","179740000"
"Dominica","2000","Gross fixed capital formation (including Acquisitions less disposals of valuables)","179740000"
"Dominica","2000","Exports of goods and services","390180000"
"Dominica","2000","Imports of goods and services","494310000"
"Dominica","2000","Gross Domestic Product (GDP)","900370000"
"Dominica","1999","Final consumption expenditure","764801120"
"Dominica","1999","Household consumption expenditure (including Non-profit institutions serving households)","600919412"
"Dominica","1999","General government final consumption expenditure","163881708"
"Dominica","1999","Gross capital formation","175207784"
"Dominica","1999","Gross fixed capital formation (including Acquisitions less disposals of valuables)","175207784"
"Dominica","1999","Exports of goods and services","423390000"
"Dominica","1999","Imports of goods and services","487610000"
"Dominica","1999","Gross Domestic Product (GDP)","895750000"
"Dominica","1998","Final consumption expenditure","736762269"
"Dominica","1998","Household consumption expenditure (including Non-profit institutions serving households)","579373676"
"Dominica","1998","General government final consumption expenditure","157388593"
"Dominica","1998","Gross capital formation","167018296"
"Dominica","1998","Gross fixed capital formation (including Acquisitions less disposals of valuables)","167018296"
"Dominica","1998","Exports of goods and services","409320000"
"Dominica","1998","Imports of goods and services","464900000"
"Dominica","1998","Gross Domestic Product (GDP)","870510000"
"Dominica","1997","Final consumption expenditure","725097231"
"Dominica","1997","Household consumption expenditure (including Non-profit institutions serving households)","577813613"
"Dominica","1997","General government final consumption expenditure","147283617"
"Dominica","1997","Gross capital formation","178261343"
"Dominica","1997","Gross fixed capital formation (including Acquisitions less disposals of valuables)","178261343"
"Dominica","1997","Exports of goods and services","366418000"
"Dominica","1997","Imports of goods and services","509472000"
"Dominica","1997","Gross Domestic Product (GDP)","818070000"
"Dominica","1996","Final consumption expenditure","751285716"
"Dominica","1996","Household consumption expenditure (including Non-profit institutions serving households)","618614181"
"Dominica","1996","General government final consumption expenditure","132671535"
"Dominica","1996","Gross capital formation","160639945"
"Dominica","1996","Gross fixed capital formation (including Acquisitions less disposals of valuables)","160639945"
"Dominica","1996","Exports of goods and services","324680000"
"Dominica","1996","Imports of goods and services","486043000"
"Dominica","1996","Gross Domestic Product (GDP)","789170000"
"Dominica","1995","Final consumption expenditure","657187392"
"Dominica","1995","Household consumption expenditure (including Non-profit institutions serving households)","530463592"
"Dominica","1995","General government final consumption expenditure","126723800"
"Dominica","1995","Gross capital formation","163098542"
"Dominica","1995","Gross fixed capital formation (including Acquisitions less disposals of valuables)","163098542"
"Dominica","1995","Exports of goods and services","301400000"
"Dominica","1995","Imports of goods and services","396690000"
"Dominica","1995","Gross Domestic Product (GDP)","741210000"
"Dominica","1994","Final consumption expenditure","695450730"
"Dominica","1994","Household consumption expenditure (including Non-profit institutions serving households)","574623214"
"Dominica","1994","General government final consumption expenditure","120827516"
"Dominica","1994","Gross capital formation","129876871"
"Dominica","1994","Gross fixed capital formation (including Acquisitions less disposals of valuables)","129876871"
"Dominica","1994","Exports of goods and services","272160000"
"Dominica","1994","Imports of goods and services","365130000"
"Dominica","1994","Gross Domestic Product (GDP)","713810000"
"Dominica","1993","Final consumption expenditure","619316987"
"Dominica","1993","Household consumption expenditure (including Non-profit institutions serving households)","503830084"
"Dominica","1993","General government final consumption expenditure","115486903"
"Dominica","1993","Gross capital formation","120576203"
"Dominica","1993","Gross fixed capital formation (including Acquisitions less disposals of valuables)","120576203"
"Dominica","1993","Exports of goods and services","262780000"
"Dominica","1993","Imports of goods and services","330170000"
"Dominica","1993","Gross Domestic Product (GDP)","662920000"
"Dominica","1992","Final consumption expenditure","586188298"
"Dominica","1992","Household consumption expenditure (including Non-profit institutions serving households)","479993445"
"Dominica","1992","General government final consumption expenditure","106194853"
"Dominica","1992","Gross capital formation","123209788"
"Dominica","1992","Gross fixed capital formation (including Acquisitions less disposals of valuables)","123209788"
"Dominica","1992","Exports of goods and services","269730000"
"Dominica","1992","Imports of goods and services","337520000"
"Dominica","1992","Gross Domestic Product (GDP)","631960000"
"Dominica","1991","Final consumption expenditure","578917636"
"Dominica","1991","Household consumption expenditure (including Non-profit institutions serving households)","480471303"
"Dominica","1991","General government final consumption expenditure","98446333"
"Dominica","1991","Gross capital formation","172932926"
"Dominica","1991","Gross fixed capital formation (including Acquisitions less disposals of valuables)","168426958"
"Dominica","1991","Changes in inventories","4505968"
"Dominica","1991","Exports of goods and services","222280000"
"Dominica","1991","Imports of goods and services","378630000"
"Dominica","1991","Gross Domestic Product (GDP)","593360000"
"Dominica","1990","Final consumption expenditure","501224360"
"Dominica","1990","Household consumption expenditure (including Non-profit institutions serving households)","406698592"
"Dominica","1990","General government final consumption expenditure","94525767"
"Dominica","1990","Gross capital formation","161164913"
"Dominica","1990","Gross fixed capital formation (including Acquisitions less disposals of valuables)","156833934"
"Dominica","1990","Changes in inventories","4330979"
"Dominica","1990","Exports of goods and services","226010000"
"Dominica","1990","Imports of goods and services","339900000"
"Dominica","1990","Gross Domestic Product (GDP)","543860000"
"Dominica","1989","Final consumption expenditure","513900769"
"Dominica","1989","Household consumption expenditure (including Non-profit institutions serving households)","424674454"
"Dominica","1989","General government final consumption expenditure","89226315"
"Dominica","1989","Gross capital formation","149326904"
"Dominica","1989","Gross fixed capital formation (including Acquisitions less disposals of valuables)","143639760"
"Dominica","1989","Changes in inventories","5687144"
"Dominica","1989","Exports of goods and services","173430000"
"Dominica","1989","Imports of goods and services","310250000"
"Dominica","1989","Gross Domestic Product (GDP)","499870000"
"Dominica","1988","Final consumption expenditure","441222069"
"Dominica","1988","Household consumption expenditure (including Non-profit institutions serving households)","364014706"
"Dominica","1988","General government final consumption expenditure","77207363"
"Dominica","1988","Gross capital formation","105492147"
"Dominica","1988","Gross fixed capital formation (including Acquisitions less disposals of valuables)","105492147"
"Dominica","1988","Exports of goods and services","190640000"
"Dominica","1988","Imports of goods and services","252000000"
"Dominica","1988","Gross Domestic Product (GDP)","461990000"
"Dominica","1987","Final consumption expenditure","385611802"
"Dominica","1987","Household consumption expenditure (including Non-profit institutions serving households)","315484097"
"Dominica","1987","General government final consumption expenditure","70127706"
"Dominica","1987","Gross capital formation","69409406"
"Dominica","1987","Gross fixed capital formation (including Acquisitions less disposals of valuables)","69409406"
"Dominica","1987","Exports of goods and services","162620000"
"Dominica","1987","Imports of goods and services","195300000"
"Dominica","1987","Gross Domestic Product (GDP)","410050000"
"Dominica","1986","Final consumption expenditure","329363072"
"Dominica","1986","Household consumption expenditure (including Non-profit institutions serving households)","265491807"
"Dominica","1986","General government final consumption expenditure","63871265"
"Dominica","1986","Gross capital formation","59067553"
"Dominica","1986","Gross fixed capital formation (including Acquisitions less disposals of valuables)","59067553"
"Dominica","1986","Exports of goods and services","148320000"
"Dominica","1986","Imports of goods and services","164200000"
"Dominica","1986","Gross Domestic Product (GDP)","364940000"
"Dominica","1985","Final consumption expenditure","332573001"
"Dominica","1985","Household consumption expenditure (including Non-profit institutions serving households)","270945000"
"Dominica","1985","General government final consumption expenditure","61628001"
"Dominica","1985","Gross capital formation","66338348"
"Dominica","1985","Gross fixed capital formation (including Acquisitions less disposals of valuables)","66338348"
"Dominica","1985","Exports of goods and services","97270000"
"Dominica","1985","Imports of goods and services","159580000"
"Dominica","1985","Gross Domestic Product (GDP)","322630000"
"Dominica","1984","Final consumption expenditure","304406040"
"Dominica","1984","Household consumption expenditure (including Non-profit institutions serving households)","242428172"
"Dominica","1984","General government final consumption expenditure","61977868"
"Dominica","1984","Gross capital formation","78193856"
"Dominica","1984","Gross fixed capital formation (including Acquisitions less disposals of valuables)","78193856"
"Dominica","1984","Exports of goods and services","86400000"
"Dominica","1984","Imports of goods and services","165900000"
"Dominica","1984","Gross Domestic Product (GDP)","294720000"
"Dominica","1983","Final consumption expenditure","257382122"
"Dominica","1983","Household consumption expenditure (including Non-profit institutions serving households)","203595252"
"Dominica","1983","General government final consumption expenditure","53786870"
"Dominica","1983","Gross capital formation","52995433"
"Dominica","1983","Gross fixed capital formation (including Acquisitions less disposals of valuables)","52995433"
"Dominica","1983","Exports of goods and services","88800000"
"Dominica","1983","Imports of goods and services","130700000"
"Dominica","1983","Gross Domestic Product (GDP)","266400000"
"Dominica","1982","Final consumption expenditure","248416183"
"Dominica","1982","Household consumption expenditure (including Non-profit institutions serving households)","199280483"
"Dominica","1982","General government final consumption expenditure","49135700"
"Dominica","1982","Gross capital formation","52584209"
"Dominica","1982","Gross fixed capital formation (including Acquisitions less disposals of valuables)","52584209"
"Dominica","1982","Exports of goods and services","80200000"
"Dominica","1982","Imports of goods and services","135300000"
"Dominica","1982","Gross Domestic Product (GDP)","241720000"
"Dominica","1981","Final consumption expenditure","259787329"
"Dominica","1981","Household consumption expenditure (including Non-profit institutions serving households)","212997794"
"Dominica","1981","General government final consumption expenditure","46789535"
"Dominica","1981","Gross capital formation","53082928"
"Dominica","1981","Gross fixed capital formation (including Acquisitions less disposals of valuables)","53082928"
"Dominica","1981","Exports of goods and services","61800000"
"Dominica","1981","Imports of goods and services","140700000"
"Dominica","1981","Gross Domestic Product (GDP)","221690000"
"Dominica","1980","Final consumption expenditure","252067035"
"Dominica","1980","Household consumption expenditure (including Non-profit institutions serving households)","207263508"
"Dominica","1980","General government final consumption expenditure","44803526"
"Dominica","1980","Gross capital formation","71010555"
"Dominica","1980","Gross fixed capital formation (including Acquisitions less disposals of valuables)","64885939"
"Dominica","1980","Changes in inventories","6124616"
"Dominica","1980","Exports of goods and services","35100000"
"Dominica","1980","Imports of goods and services","147700000"
"Dominica","1980","Gross Domestic Product (GDP)","196570000"
"Dominica","1979","Final consumption expenditure","199525525"
"Dominica","1979","Household consumption expenditure (including Non-profit institutions serving households)","157819349"
"Dominica","1979","General government final consumption expenditure","41706176"
"Dominica","1979","Gross capital formation","36817696"
"Dominica","1979","Gross fixed capital formation (including Acquisitions less disposals of valuables)","28068243"
"Dominica","1979","Changes in inventories","8749453"
"Dominica","1979","Exports of goods and services","33500000"
"Dominica","1979","Imports of goods and services","108800000"
"Dominica","1979","Gross Domestic Product (GDP)","148550000"
"Dominica","1978","Final consumption expenditure","160516602"
"Dominica","1978","Household consumption expenditure (including Non-profit institutions serving households)","134657332"
"Dominica","1978","General government final consumption expenditure","25859270"
"Dominica","1978","Gross capital formation","24515966"
"Dominica","1978","Gross fixed capital formation (including Acquisitions less disposals of valuables)","24515966"
"Dominica","1978","Exports of goods and services","52100000"
"Dominica","1978","Imports of goods and services","79100000"
"Dominica","1978","Gross Domestic Product (GDP)","154250000"
"Dominica","1977","Final consumption expenditure","127981027"
"Dominica","1977","Household consumption expenditure (including Non-profit institutions serving households)","108501681"
"Dominica","1977","General government final consumption expenditure","19479347"
"Dominica","1977","Gross capital formation","18820072"
"Dominica","1977","Gross fixed capital formation (including Acquisitions less disposals of valuables)","18820072"
"Dominica","1977","Exports of goods and services","40500000"
"Dominica","1977","Imports of goods and services","59900000"
"Dominica","1977","Gross Domestic Product (GDP)","123860000"
"Dominica","1976","Final consumption expenditure","105056242"
"Dominica","1976","Household consumption expenditure (including Non-profit institutions serving households)","86917765"
"Dominica","1976","General government final consumption expenditure","18138477"
"Dominica","1976","Gross capital formation","16398139"
"Dominica","1976","Gross fixed capital formation (including Acquisitions less disposals of valuables)","16398139"
"Dominica","1976","Exports of goods and services","36681141"
"Dominica","1976","Imports of goods and services","50521717"
"Dominica","1976","Gross Domestic Product (GDP)","107697887"
"Dominica","1975","Final consumption expenditure","90330520"
"Dominica","1975","Household consumption expenditure (including Non-profit institutions serving households)","73664244"
"Dominica","1975","General government final consumption expenditure","16666275"
"Dominica","1975","Gross capital formation","15571375"
"Dominica","1975","Gross fixed capital formation (including Acquisitions less disposals of valuables)","15571375"
"Dominica","1975","Exports of goods and services","30952854"
"Dominica","1975","Imports of goods and services","45580471"
"Dominica","1975","Gross Domestic Product (GDP)","91647950"
"Dominica","1974","Final consumption expenditure","87240519"
"Dominica","1974","Household consumption expenditure (including Non-profit institutions serving households)","73549872"
"Dominica","1974","General government final consumption expenditure","13690647"
"Dominica","1974","Gross capital formation","10331635"
"Dominica","1974","Gross fixed capital formation (including Acquisitions less disposals of valuables)","8476765"
"Dominica","1974","Changes in inventories","1854870"
"Dominica","1974","Exports of goods and services","29532841"
"Dominica","1974","Imports of goods and services","42185130"
"Dominica","1974","Gross Domestic Product (GDP)","82303819"
"Dominica","1973","Final consumption expenditure","59120000"
"Dominica","1973","Household consumption expenditure (including Non-profit institutions serving households)","43377000"
"Dominica","1973","General government final consumption expenditure","15743000"
"Dominica","1973","Gross capital formation","12649000"
"Dominica","1973","Gross fixed capital formation (including Acquisitions less disposals of valuables)","11464000"
"Dominica","1973","Changes in inventories","1185000"
"Dominica","1973","Exports of goods and services","24058000"
"Dominica","1973","Imports of goods and services","33148000"
"Dominica","1973","Gross Domestic Product (GDP)","62304000"
"Dominica","1972","Final consumption expenditure","50847401"
"Dominica","1972","Household consumption expenditure (including Non-profit institutions serving households)","36530078"
"Dominica","1972","General government final consumption expenditure","14317323"
"Dominica","1972","Gross capital formation","15439706"
"Dominica","1972","Gross fixed capital formation (including Acquisitions less disposals of valuables)","13548226"
"Dominica","1972","Changes in inventories","1891480"
"Dominica","1972","Exports of goods and services","18852600"
"Dominica","1972","Imports of goods and services","31760362"
"Dominica","1972","Gross Domestic Product (GDP)","53186341"
"Dominica","1971","Final consumption expenditure","48983000"
"Dominica","1971","Household consumption expenditure (including Non-profit institutions serving households)","34453000"
"Dominica","1971","General government final consumption expenditure","14530000"
"Dominica","1971","Gross capital formation","19202000"
"Dominica","1971","Gross fixed capital formation (including Acquisitions less disposals of valuables)","16552000"
"Dominica","1971","Changes in inventories","2650000"
"Dominica","1971","Exports of goods and services","16416000"
"Dominica","1971","Imports of goods and services","33681000"
"Dominica","1971","Gross Domestic Product (GDP)","50857000"
"Dominica","1970","Final consumption expenditure","44062324"
"Dominica","1970","Household consumption expenditure (including Non-profit institutions serving households)","31655504"
"Dominica","1970","General government final consumption expenditure","12406820"
"Dominica","1970","Gross capital formation","13379432"
"Dominica","1970","Gross fixed capital formation (including Acquisitions less disposals of valuables)","11740351"
"Dominica","1970","Changes in inventories","1639081"
"Dominica","1970","Exports of goods and services","16336909"
"Dominica","1970","Imports of goods and services","27522259"
"Dominica","1970","Gross Domestic Product (GDP)","46089156"

