"Country or Area","Year(s)","Variant","Value"
"Dominica","1986","Medium","21.7587"
"Dominica","1985","Medium","25.8387"
"Dominica","1984","Medium","22.9695"
"Dominica","1983","Medium","17.4729"
"Dominica","1982","Medium","12.5419"
"Dominica","1981","Medium","14.1633"
"Dominica","1980","Medium","17.621"
"Dominica","1979","Medium","22.2884"
"Dominica","1978","Medium","24.0927"
"Dominica","1977","Medium","30.7102"
"Dominica","1976","Medium","33.3168"
"Dominica","1975","Medium","37.1299"
"Dominica","1974","Medium","42.9185"
"Dominica","1973","Medium","48.9345"
"Dominica","1972","Medium","48.8504"
"Dominica","1971","Medium","67.658"
"Dominica","1970","Medium","63.3992"
"Dominica","1969","Medium","82.0787"
"Dominica","1968","Medium","80.3629"
"Dominica","1967","Medium","72.7339"
"Dominica","1966","Medium","90.4196"
"Dominica","1965","Medium","83.3177"
"Dominica","1964","Medium","89.6532"
"Dominica","1963","Medium","150.203"
"Dominica","1962","Medium","118.3733"
"Dominica","1961","Medium","134.4425"
"Dominica","1960","Medium","139.9522"
"Dominica","1959","Medium","166.8213"
"Dominica","1958","Medium","188.2793"
"Dominica","1957","Medium","183.6922"
"Dominica","1956","Medium","216.1595"
"Dominica","1955","Medium","220.9448"
"Dominica","1954","Medium","200.2534"
"Dominica","1953","Medium","210.5996"
"Dominica","1952","Medium","240.3405"
"Dominica","1951","Medium","210.196"
"Dominica","1950","Medium","217.7753"

