"Country or Area","Year(s)","Variant","Value"
"Haiti","1985","Medium","113.9683"
"Haiti","1984","Medium","116.784"
"Haiti","1983","Medium","119.4971"
"Haiti","1982","Medium","122.4004"
"Haiti","1981","Medium","125.3729"
"Haiti","1980","Medium","128.4267"
"Haiti","1979","Medium","131.2764"
"Haiti","1978","Medium","134.3631"
"Haiti","1977","Medium","137.6528"
"Haiti","1976","Medium","141.0292"
"Haiti","1975","Medium","144.5508"
"Haiti","1974","Medium","148.0334"
"Haiti","1973","Medium","151.5785"
"Haiti","1972","Medium","155.3016"
"Haiti","1971","Medium","158.5588"
"Haiti","1970","Medium","161.9541"
"Haiti","1969","Medium","165.2397"
"Haiti","1968","Medium","168.5308"
"Haiti","1967","Medium","171.7768"
"Haiti","1966","Medium","175.2212"
"Haiti","1965","Medium","177.9525"
"Haiti","1964","Medium","181.0341"
"Haiti","1963","Medium","188.3601"
"Haiti","1962","Medium","187.0047"
"Haiti","1961","Medium","190.1237"
"Haiti","1960","Medium","193.3478"
"Haiti","1959","Medium","196.5797"
"Haiti","1958","Medium","199.7651"
"Haiti","1957","Medium","203.4003"
"Haiti","1956","Medium","206.8589"
"Haiti","1955","Medium","212.9165"
"Haiti","1954","Medium","220.0072"
"Haiti","1953","Medium","227.0524"
"Haiti","1952","Medium","235.0779"
"Haiti","1951","Medium","243.6858"
"Haiti","1950","Medium","248.2095"

